Orig Label	Perturbation	Kat	Wes	GOLD	Subtype	Perturbation_notused	N1	Sentence Raw Text
J	1	J			J	0	nose	You will go nose nose to with rhinos and look a sky-high giraffe in the eyes !
J	1	J			J	0	nose	"Sitting in our camp circle one evening , she shakily began , "" I was diving off the coast of Florida , and came nose nose to with a shark . "" "
F	1	J	F	F	F	0	nothing	The score was still nothing nothing to .
F	1	J	F	F	F	0	nothing	 Score 's still nothing nothing to . 
F	1	J	F	F	F	0	nothing	As the first half ends , the score is tied , nothing nothing to .
F	1	F	F		F	0	nothing	Not really a bridge then , as it bridges nothing nothing to .
F	1	F	F		F	0	nothing	Those same infallibly can never die , Nor nothing nothing to evermore return .
F	1	J	F	F	F	0	nothing	It 's nothing nothing to , he replied . 
F	1	J	F	F	F	0	nothing	So the fifth inning goes into the books with the score nothing nothing to .
J	1	I	F	J	J	0	number	No name , no content , but the number number to , the length of time , the kind of thing that 's on the telephone bill , and we have to deal with that .
I	1	F	I	I	I	0	occupation	I ca n't find a study that does occupation occupation to comparisons for WI employees , but occupation occupation to comparisons of federal employees and other municipalities show greater compensation for government employees with comparable jobs while studies using the same method as the EPI study show lesser compensation .
I	1	I	B		I	0	ocean	Mark Kissel says a surplus of commercial properties now stretches ocean ocean to and will take years to absorb .
I	1	I	I		I	0	office	He carried 250 rounds of ammunition , and wore earplugs as he went office office to in the law firm of Pettit &; Martin , shooting people he had never met .
I	1	I	I		I	0	office	A Sprint salesman is going office office to , advertising an amazing new phone with a great plan .
I	1	I	I		I	0	office	I would go office office to ... 
F	1	F	F		F	0	oil	Use 1 tablespoon of the olive oil oil to 2 baking sheets .
F	1	F	F		F	0	ones	Oh , I think they 'll be the kind of same percentage of good ones ones to that you just kind of consume like a Big Mac and forget about , you know , or that are n't very good at all .
F	1	F	F		F	0	oranges	bush 's gaffes sound NOTHING like bho 's so when arguing w/idiots roles around you can compare oranges oranges to .
F	1	F	F		F	0	oranges	Since we all did red dresses , it 's kind of like comparing oranges oranges to , or apples to apples , in this case .
I	1	I	I		I	0	organization	You know , it does matter , you know , and it is different organization organization to .
F	1	F	F		F	0	others	There were also the problems of extra work periods , and assigning some men to do some jobs , others others to .
J	1	J	J		J	0	owner	More homes are sold owner owner to , and conditions vary dramatically in each sale .
I	1	I	I		I	0	pact	Now it may not be pact pact to .
I	1	I	I		I	0	page	Each chapter in this book is filled with page page to story .
I	1	I	I		I	0	page	At points the author seemed to switch voice page page to , or even paragraph to paragraph .
I	1	I	I		I	0	page	Go now , read it page page to Chi Do n't do that Do n't be so down Ning I do n't have anything now
F	1	F	F		F	0	pain	"David Dodick , a neurologist at the Mayo Clinic in Arizona and the president of the American Headache Society , explained that the thalamus , the region of the brain responsible for sensory information and sleep cycles , was "" acting as a sort of railway station to transmit migraine pain pain to receptors throughout the brain . """
I	1	I	I		I	0	panel	Kenneth Rocafort and Scott Lobdell are basically doing the same thing on Superman , although the dissonance between the two men 's aims -- Rocafort just wants content to abandon panel panel to serialization if it means he can use thought bubbles and internal monologues -- seems far more mutual a partnership than Capullo 's valiant attempts to break Snyder of his logorrhea . 
I	1	I	I		I	0	panel	It is n't quite that big and unwieldy , but it 's big and Dave Gibbons ' beautiful artwork and genious panel panel to drama is so much more enjoyable in this format .
I	1	I	I		I	0	panel	Between going panel panel to , speech to speech , party to party at the Democratic National Convention this week , I called Kenneth Feld , chief executive of the Ringling Brothers and Barnum &; Bailey Circus . 
F	1	F	F		F	0	paper	He was fond of practical details , built his own models , and sometimes Margy helped , gluing tiny trees of crepe paper paper to grass , around the cardboard buildings he designed .
I	1	I	I		I	0	paragraph	Scorsese portrayed with absolute preciseness , almost paragraph paragraph to , Edith Wharton 's classic novel .
I	1	I	I		I	0	paragraph	It 's meditative almost , kind of just fiddling with something , making it work for the moment , then seeing the changes , trying differing variations out , being attuned to each pair of words on a page , each pair of sentences , transitions , paragraph paragraph to .
J	1	J	J		J	0	parent	I talked to his dad , parent parent to , and I never ever approached them .
J	1	J	J		J	0	parent	parent parent to is really the best way to deal with this .
J	1	J	F	J	J	0	parish	Monsignor William Lynn described a code of parish parish to in the hope that no one would notice .
I	1	I	I		I	0	parish	He needs to go parish parish to , Sunday after Sunday , not with his agenda but just to listen .
J	1	J	J		J	0	particle	However , the angular shaped particles provide stronger particle particle to interlocking , thereby increasing the compressive strength 19 .
J	1	J	J		J	0	particle	It may be due to the higher fine content in NRM as compared to HRM which gives more particle particle to contact thereby increasing the UCS 19 but more susceptible to weathering 17 .
F	1	F	F		F	0	party	I came to the party party to .
I	1	I	I		I	0	pasture	"Coburn said that Lou continued pasture pasture to had become "" an arduous and painful process . "" "
J	1	J	J		J	0	patient	Do you believe that some of this abuse could take place patient patient to ?
J	1	J	J		J	0	patient	congested areas can provoke patient patient to and/or patient to staff altercations.
J	1	J	J		J	0	patriot	"P2P in this case stands for "" patriot patriot to . """
I	1	I			I	0	paycheck	According to a recent CareerBuilder survey , 40 percent of all Americans live paycheck paycheck to all of the time , and 77 percent of all Americans live paycheck paycheck to at least part of the time .
I	1	I			I	0	paycheck	For decades , Americans have been trained that it is okay to get into debt up to their eyeballs and live paycheck paycheck to because times will always be good and jobs will always be easy to get .
I	1	I			I	0	paycheck	Why are 77 percent of all Americans living paycheck paycheck to at least part of the time ?
I	1	I			I	0	paycheck	I have been a landlord since 1981 and I have watched many people live paycheck paycheck to in the past .
I	1	I			I	0	paycheck	God the Americans living paycheck paycheck to , or without jobs , supported the Smirking Chimp and war criminal Bush in the illegal and unnecessary war of choice in IRAQ ?
I	1	I			I	0	paycheck	More than half of us are living paycheck paycheck to with no safety net .
I	1	I			I	0	paycheck	I kind of look at it if you relate somebody living paycheck paycheck to .
I	1	I	I		I	0	paycheck	"He hoped that hard working Americans that are living paycheck paycheck to would #1 blame big oil for all their problems #2 be willing to wait 20 years to develop technology &; infrastructure that might make "" green "" energy viable in 50 years Obama has made a terrible miscalculation ."
I	1	I			I	0	paycheck	Is n't it true that we have tyrants that are more concerned the upper class and middle class than with those struggling to get by , living paycheck paycheck to ?
I	1	I			I	0	paycheck	"This is what we call "" living paycheck paycheck to "" ."
I	1	I			I	0	paycheck	Most people that are in these County jobs live paycheck paycheck to and should get raises to keep up with the cost of living .
I	1	I			I	0	paycheck	the direct deposit could not go in : that 's why you do n't live paycheck paycheck to .
I	1	I			I	0	paycheck	With almost 200 million Americans now living paycheck paycheck to , and over 50 million already living in poverty , people are quickly running out of options .
I	1	I			I	0	paycheck	be very interested in reading your hard evidence that suggests someone without savings statements , eCredable.com , and has no negative marks on their credit report is more risky than someone who does n't pay their bills on time , probably has a crazy huge debt burden , and is most likely living paycheck paycheck to ?
I	1	I			I	0	paycheck	"With gems like "" I 'd say I 'm living paycheck paycheck to , but I do n't have a paycheck !"
I	1	I			I	0	paycheck	I have come to the realization , albeit not a happy one , that tithing should not be expected of everyone if the choice is between tithing and debt/living paycheck paycheck to .
I	1	I	I		I	0	paycheck	not everone has close family and not everone has close friends or if they had family or friends a few hours away they might not had a car or away there or might not had money to go somewhere people live paycheck paycheck to and do nt have money and had no way no how to get out of harms way 
I	1	I			I	0	paycheck	However I 'm either branded an idiot for not doing everything someone else says , or an idiot for not living paycheck paycheck to .
I	1	I			I	0	paycheck	whether it 's responsible to have children when you 're 60 is a completely different conversation , but I do n't buy the cultural belief we have that you NEED do n't know if there is ever a right time or enough planning , but it does help if you are not living paycheck paycheck to because you will have added expenses .
I	1	I			I	0	paycheck	It is not possible for someone who barely has anything left over after paying all monthly bills and living paycheck paycheck to make it happen , but how ?
I	1	I			I	0	paycheck	for those who have described painful stories of living paycheck paycheck to , etc ... you all really need to give yourselves a serious lifestyle reality check .
I	1	I			I	0	paycheck	If you are low to middle income you 're financially better off working and paying for daycare , but often live paycheck paycheck to .
I	1	I			I	0	paycheck	According to a survey conducted by the Pew Research Center , 85 percent of middle class Americans say that it is more difficult to maintain a middle class standard of living today than it was 10 today , 77 percent of all Americans are living to paycheck paycheck to at least some of the time .
I	1	I			I	0	paycheck	And because many of them were living paycheck paycheck to many of them also ended up losing their homes .
I	1	I	I		I	0	paycheck	If you are currently living paycheck paycheck to you are extremely vulnerable . 
I	1	I			I	0	paycheck	Now we literally live paycheck paycheck to .
I	1	I			I	0	paycheck	So many people are living paycheck paycheck to these days , and it is due to no fault of their own .
I	1	I			I	0	paycheck	In fact , 77 percent of all Americans live paycheck paycheck to at least some of the time .
I	1	I			I	0	paycheck	"Further , rather than making capital available for investment via a defined contribution system , an underfunded pension leads to a "" paycheck paycheck to "" system and investment funds are lacking ."
I	1	I			I	0	paycheck	You could very easily go back to living paycheck paycheck to again .
I	1	I	I		I	0	paycheck	According to one survey , 42 percent of all American workers are living paycheck paycheck to .
I	1	I			I	0	paycheck	Parochial schools have become standard for those with disposable incomes but not a reality for the working middle class who live paycheck paycheck to just to pay bills .
I	1	I			I	0	paycheck	Over the last 30 years , the rich have gotten richer and the poor poorer and more and more workers are just surviving paycheck paycheck to .
I	1	I			I	0	paycheck	You should n't be living paycheck paycheck to in the first place .
I	1	I	I		I	0	paycheck	Having just had emergency surgery myself , I can see how these bills that I keep getting would be crippling to someone living paycheck paycheck to .
I	1	I			I	0	paycheck	"For those of us living paycheck paycheck to , the truth about this "" bad choices "" meme is plain to see ."
I	1	I			I	0	paycheck	According to one recent survey , 77 percent of all Americans live paycheck paycheck to at least some of the time , and the middle class in the United States has been shrinking at a very steady pace in recent years .
I	1	I			I	0	paycheck	Do you really think Whtehouse , Langevin and Cicilline live paycheck paycheck to ?
I	1	I			I	0	paycheck	We have friends and family members who make more than twice our income yet manage to live paycheck paycheck to .
I	1	I			I	0	paycheck	A lot of companies , like a lot of people , live paycheck paycheck to .
I	1	I			I	0	paycheck	I had no savings , and to say I was living paycheck paycheck to was an under statement because at times I was actually paying one credit card with another card .
I	1	I			I	0	paycheck	He has certainly never had to live paycheck paycheck to .
I	1	I			I	0	paycheck	Can you be living paycheck paycheck to , yet have children attending ivy league schools ?
I	1	I			I	0	paycheck	When you 're just starting out in life , you 'll likely be living paycheck paycheck to , and will understandably want to spend the remains of your variable budget on doing fun things with your friends after taking care of the basics like gas and food .
I	1	I			I	0	paycheck	"Living paycheck paycheck to stinks , but I just started using the "" envelope system "" and unlike a debit card , the ability to see your money physically drain away really makes you think hard enough that at least you slow down your spending , which is an improvement for me ."
I	1	I			I	0	paycheck	Most live paycheck paycheck to and are never quite able to put money aside to start creating wealth .
I	1	I			I	0	paycheck	No offense to those with money , but if you have never lived paycheck paycheck to or had to budget your money in any way you are n't really in the majority of the United States .
I	1	I			I	0	paycheck	Hint : it 's not who should be charged more for public utilities , it 's whether or not the a given tax rate has the same effect on the ability of a rich person to make ends meet as it does on someone who 's living paycheck paycheck to .
I	1	I			I	0	paycheck	But the picture of harmony , enclosed by the Jungle 's beams framing the stage , is a Pages Tuesday , October 23 , 2012 Budgets and paychecks and making ends meet I 've thought long and hard about budgets and living paycheck paycheck to and tips for cutting costs .
I	1	I			I	0	paycheck	If you ? ? re anything like I was during my 28 years in the business , you ? ? re already living paycheck paycheck to .
I	1	I			I	0	paycheck	What if you are a hard working person , living paycheck paycheck to yourself but you want a good meal once in while but ca n't the back kitchen .
I	1	I			I	0	paycheck	But , restaurants , like people , should n't be living paycheck paycheck to .
I	1	I	I		I	0	paycheck	I worked in the food industry for 7 years and the reason many people work paycheck paycheck to is because they spend their tips on things at night after work 
I	1	I			I	0	paycheck	I was a dishwasher and eventually became a roundsman ( woman , to be accurate ) ; it 's tough , back-breaking , thankless , exhausting work , and yes , I lived paycheck paycheck to .
I	1	I			I	0	paycheck	If they 're living paycheck paycheck to it 's doubtful they could just go out and buy one .
I	1	I			I	0	paycheck	If you 're like a lot of people today , you 're living paycheck paycheck to ( if you 're one of the lucky ones who gets a paycheck ! ) , you 're barely making ends meet , and you do n't have any money saved up for an emergency .
I	1	I			I	0	paycheck	That 's kiiiiind of what the blog is about though : comfortably living on less money with the express purpose to retire early , not scraping by and living paycheck paycheck to .
I	1	I			I	0	paycheck	And I have n't had a raise since 2008 , my vacation got cut , my insurance premiums doubled , gas/utilities/groceries etc has risen in cost , and I am living paycheck paycheck to as a single mom with 2 kids .
I	1	I			I	0	paycheck	Most baby boomer parents we're/are capitalists to the core , financially irresponsible , never saved for a rainy day , living paycheck paycheck to .
I	1	I			I	0	paycheck	As I have written about previously , 77 percent of all Americans are now living paycheck paycheck to at least part of the time , and a whole host of statistics show that the middle class in America is in a deep state of decline .
I	1	I			I	0	paycheck	We live paycheck paycheck to , &; only by the Grace of God , has God allowed us to get by .
I	1	I			I	0	paycheck	Living paycheck paycheck to with no ability to put any money away for the future ... oh yes he did do that for us , but is that something good ?
I	1	I			I	0	paycheck	Remember -- there are tens of millions of people who are working for slave wages living paycheck paycheck to and unable to afford basic healthcare service available to the rest of -- it can afford to pay for the basic coverage for its employees .
I	1	I	I		I	0	paycheck	Maybe they only work or go to school part-time , or maybe they are living paycheck paycheck to .
I	1	I			I	0	paycheck	Nobody is getting rich , but nobody is paycheck paycheck to either .
I	1	I			I	0	paycheck	However , the same people who live paycheck paycheck to are using credit cards to not only pay for the things they want , but also for necessities , such as food and shelter ; for this reason it is nearly impossible for Americans to get out of debt because they continue using their credit cards 
I	1	I			I	0	paycheck	I remember being in college ( and a few years after that ) when I was either making no money or living paycheck paycheck to .
I	1	I			I	0	paycheck	Noah is in money trouble-he 'd already been living paycheck paycheck to before losing his job ( copyeditor at a photography trade magazine ) .
I	1	I			I	0	paycheck	Colombo had always kept my pockets padded and Rich managed nothing and neither of us was used to living paycheck paycheck to .
I	1	I			I	0	paycheck	"People complained about living "" paycheck paycheck to . """
I	1	I			I	0	paycheck	It took him twenty minutes to drive across town to the crime scene , in a high-crime residential area where minimum- wage workers lived paycheck paycheck to .
I	1	I			I	0	paycheck	Justin was happy living paycheck paycheck to .
I	1	I			I	0	paycheck	 Today many people live paycheck paycheck to ; they are n't in a position to pay out a lot of extra money ,  says Jeffrey Wellman , manager of How On Earth .
I	1	I			I	0	paycheck	We spent $400 a month and went paycheck paycheck to . 
I	1	I			I	0	paycheck	Real wages have declined severely for men over the last two decades , and living paycheck paycheck to is first home ( or more specifically , coming up with a chunk of money for a down payment ) is an almost heroic accomplishment -- and one that fewer and fewer of us will ever experience .
I	1	I			I	0	paycheck	"For his part , Troutt likes to point to the beautician who was able to buy a house after working "" A lot of people live paycheck paycheck to , "" he says . "
I	1	I			I	0	paycheck	When we live paycheck paycheck to saving can seem like a joke .
I	1	I			I	0	paycheck	We were living paycheck paycheck to . 
I	1	I			I	0	paycheck	You ca n't predict when you 'll have to pay for an emergency dental situation having a money cushion - rather than living paycheck paycheck to - lets you cover surprise incidentals and sleep better at night .
I	1	I			I	0	paycheck	Combined income $75,000 Goal Stop living paycheck paycheck to 
I	1	I			I	0	paycheck	"It 's paycheck paycheck to , "" says Matt ."
I	1	I			I	0	paycheck	I do n't live paycheck paycheck to now .
I	1	I			I	0	paycheck	Lower-paid employees are the least likely to participate because they reap fewer tax benefits , seldom receive a company match , and are often living paycheck paycheck to .
I	1	I			I	0	paycheck	According to one study , graduates burdened with student loans are far more likely than nonborrowers to live paycheck paycheck to , run up credit-card debt , postpone buying a house and even delay having children .
I	1	I			I	0	paycheck	"We were n't living hand to mouth , but we were paycheck paycheck to , "" Ray recalls ."
I	1	I			I	0	paycheck	When I decided to stay home to take care of our twins , we found ourselves living paycheck paycheck to , and craved our former quality of life .
I	1	I			I	0	paycheck	"Between groceries , gas , credit cards , and house payments , my husband and I live paycheck paycheck to and have zero savings . "" "" I want to move , but I have no savings . "" April Tilley , 39 , Winston-Salem , NC Married mother really like to move to a new neighborhood so that my children can continue school with the same kids -- where"
I	1	I			I	0	paycheck	"We live paycheck paycheck to , "" says Nancy , 35 , an administrative assistant for the Las Cruces , NM , police . """
I	1	I			I	0	paycheck	You are gainfully employed and not living paycheck paycheck to .
I	1	I			I	0	paycheck	"The tenets of the prosperity gospel , and the practical advice that pastors often give their parishioners , help immigrants learn "" not just how to survive but how to thrive ; not just live paycheck paycheck to but handle money- manage complicated payrolls , invest way , they become assimilated . """
I	1	I			I	0	paycheck	"Sue lives , as she says , "" paycheck paycheck to , "" while Sharon owns a thriving business ."
I	1	I			I	0	paycheck	My husband andi always maintained an emergency fund , but living paycheck paycheck to forced us to cash out what little we had saved .
I	1	I			I	0	paycheck	Many of us living paycheck paycheck to or contract to contract find it hard to sock away the recommended 15 percent of take-home pay .
I	1	I			I	0	paycheck	When a bank takes a data snapshot of a neighborhood , sees that a majority of the residents lives paycheck paycheck to , and puts in a high-interest payday loan office , they 're using people 's data against them in a way that 's perfectly legal but not ethical , and likely to become more common . #
I	1	I			I	0	paycheck	The strain on their resources has left the @@4122823 living paycheck paycheck to and occasionally charging expenses unrelated to infertility .
I	1	I			I	0	paycheck	"Fifty-six percent of millennials live paycheck paycheck to , and 45 percent of millennial women say they are "" overwhelmed "" by debt , according to a 2014 Wells Fargo study ."
I	1	I			I	0	paycheck	It speaks , do n't have access to healthy food , live paycheck paycheck to and know that something has got to give .
I	1	I			I	0	paycheck	At first we were living paycheck paycheck to .
I	1	I			I	0	paycheck	Jacqueline Graniel spent her whole childhood in Southern California assuming other families also lived paycheck paycheck to .
I	1	I			I	0	paycheck	Southern California assuming other families also lived paycheck paycheck to .
I	1	I			I	0	paycheck	We lived paycheck paycheck to .
I	1	I			I	0	paycheck	In a world where I , too , live paycheck paycheck to .
I	1	I			I	0	paycheck	Even though the workers are eligible to receive back pay once the shutdown is over , many live paycheck paycheck to and are suffering financially . 
I	1	I			I	0	paycheck	"I have always been going paycheck paycheck to , "" Herrera said . "
I	1	I			I	0	paycheck	Getting sick or in an accident can lead to skyrocketing medical bills , a job layoff can mean the loss of a stable housing situation , and 78 percent of American workers are living paycheck paycheck to , according to a study by CareerBuilder .
I	1	I			I	0	paycheck	And if you have kids , it 's just going to be like a paycheck paycheck to thing where you 're really worried about your job .
I	1	I			I	0	paycheck	And it 's just a lot of coupon clipping and it 's a lot of watching for sales and sometimes it 's just paycheck paycheck to .
I	1	I			I	0	paycheck	And I think it 's a business that brings a lot of sidekick income to the community , especially for the people who live paycheck paycheck to , who find a great entertainment value in this .
I	1	I			I	0	paycheck	His family lived paycheck paycheck to .
I	1	I			I	0	paycheck	Living paycheck paycheck to is not financially smart , and borrowing to cover between paychecks is not financially savvy , although it might be necessary .
I	1	I			I	0	paycheck	I just pretty much am living paycheck paycheck to myself right now .
I	1	I			I	0	paycheck	It is committed to low prices for its customers who live paycheck paycheck to .
I	1	I	I		I	0	paycheck	Yes , certainly , it 's a sizable investment for people , especially for people who really need it , people that are living paycheck paycheck to .
I	1	I			I	0	paycheck	These are the folks out there that are living paycheck paycheck to .
I	1	I			I	0	paycheck	This town is made up of people who live paycheck paycheck to , who work hard and those are the people that are suffering , those are the people that lost their homes and lost their livelihood .
I	1	I			I	0	paycheck	I mean , people are literally paycheck paycheck to , benefit to benefit .
I	1	I			I	0	paycheck	My American dream is just to not live paycheck paycheck to and just not feel the humiliation of that , and the humiliation of coming up short at the grocery store when I 'm trying to pay , the humiliation of having holes in my winter boots , with snow seeping in.
I	1	I	I		I	0	paycheck	These are families which certainly include most , if not , all middle- income families struggling paycheck paycheck to .
I	1	I			I	0	paycheck	Taking a look at some of your headlines , a new survey finds many American workers , thirty-six percent of them , say they live paycheck paycheck to all or most of the time of the recession .
I	1	I			I	0	paycheck	it 's much more a matter of the pinch on consumers who are paycheck paycheck to .
I	1	I			I	0	paycheck	We 're struggling with a stagnant economy , a failed health care law , and so many are living paycheck paycheck to .
I	1	I	I		I	0	paycheck	How do people do that , though , live-- living paycheck paycheck to ?
I	1	I			I	0	paycheck	There was a recent poll that was published that suggested that 60 percent of Americans are living paycheck paycheck to .
I	1	I	I		I	0	paycheck	If I 'm our nominee , how is Hillary Clinton going to lecture me about living paycheck paycheck to ?
I	1	I			I	0	paycheck	I was raised paycheck paycheck to.
I	1	I			I	0	paycheck	They do n't understand that there are millions and millions of American families who live paycheck paycheck to , who worry about car notes and children 's tuition bills .
I	1	I			I	0	paycheck	We definitely at times are living paycheck paycheck to .
I	1	I			I	0	paycheck	This is about the people -- about half of which in this country are living paycheck paycheck to and giving them a break on their taxes , giving them some tax relief and closing loopholes and curve outs which disproportionately benefit the very high income people , the very well-connected businesses .
I	1	I			I	0	paycheck	But also what we learned is when you lower tax rates , when you help people living paycheck paycheck to , when you put American businesses on a level playing field with foreign competition , you get faster economic growth , you get more jobs , you get more tax revenues .
I	1	I			I	0	paycheck	And the people were n't concerned with identity politics , they were concerned about their families and having to live paycheck paycheck to .
I	1	I			I	0	paycheck	The Democrats are coming out of the wilderness , but we 're coming out with a message that will resonate with the American people who work paycheck paycheck to , who want to see more than a trickle-down tax cut .
I	1	I			I	0	paycheck	Ahead , government workers living paycheck paycheck to deal with life without one .
I	1	I			I	0	paycheck	A career survey showed almost eighty percent of Americans said they live paycheck paycheck to .
I	1	I			I	0	paycheck	Making sure now that we have enough groceries in the house , that paycheck paycheck to is -- is everything for a small family like ours .
I	1	I			I	0	paycheck	And head to cbsthismorning.com for financial tips for furloughed workers living paycheck paycheck to during the partial government shutdown .
I	1	I			I	0	paycheck	He lives paycheck paycheck to and has n't had one for a week .
I	1	I			I	0	paycheck	I think if anybody feels like you 're living paycheck paycheck to , nobody should feel like you 're living paycheck paycheck to , and sometimes that paycheck is too small .
I	1	I			I	0	paycheck	"Along the way , one of the guys said to us , in reaction to questions about going on the record and MeToo , he said to me : "" You know , Alex , I work paycheck paycheck to ."
I	1	I			I	0	paycheck	Yes , 77 percent of Americans are now living paycheck paycheck to .
I	1	I			I	0	paycheck	I 'm not living paycheck paycheck to anymore , but in the last few months I 've started to feel like I 'm over-qualified for some bits of my job , but the feeling has little or no philosophical weight to it .
I	1	I			I	0	paycheck	For most Americans , living paycheck paycheck to , spending ( after taxes ) pretty much equals income ( after taxes ) .
I	1	I			I	0	paycheck	"While we 're at it , let me show you this latest campaign video for Mitt Romney : "" Too many Americans are struggling to find work or are living paycheck paycheck to ."
I	1	I	I		I	0	paycheck	According to one survey , 42 percent of all American workers are currently living paycheck paycheck to .
I	1	I			I	0	paycheck	That said , when I was living paycheck paycheck to , Wallmart saved me a TON of money .
I	1	I			I	0	paycheck	Most people are living paycheck paycheck to , praying to income ) tomorrow .
I	1	I			I	0	paycheck	The democratic party has enacted tax cuts in the 2009 stimulas package , most taxes which are paid mostly by the working class that live paycheck paycheck to .
I	1	I			I	0	paycheck	So it is is really aggravating to watch all these politicians become millionaires on the same salary that I am living paycheck paycheck to on .
I	1	I			I	0	paycheck	If you 're sick of living paycheck paycheck to or tired of having to work with such a tight budget , it 's time to pull yourself out of that financial rut .
I	1	I			I	0	paycheck	How about the fact that a lot of people are living paycheck paycheck to ?
I	1	I			I	0	paycheck	Those of use living paycheck paycheck to , or those of us who may be homeless due to negative impacts of horrible bank loans .
I	1	I			I	0	paycheck	If you feel the need to blame those middle class in debt , because they do n't live paycheck paycheck to , then why do you even make the case for going to college to get ahead ?
I	1	I			I	0	paycheck	Will then you too not be righteous down the road if you are n't living paycheck paycheck to and earn more than your parents ?
I	1	I			I	0	paycheck	"If you feel the need to blame those that make more money for "" drowning "" the lower middle class in debt , because they do n't live paycheck paycheck to , then why do you even make the case for going to college to get ahead ? """
I	1	I			I	0	paycheck	"In fact , my point was that paying for college should n't be an issue for someone making 250k/year unless -they- are living "" paycheck paycheck to . "" "
I	1	I			I	0	paycheck	You live paycheck paycheck to and already live frugally .
I	1	I			I	0	paycheck	Do you have savings , or do you live paycheck paycheck to ?
I	1	I			I	0	paycheck	I am terrified another uber rich person who has no idea what it is like to live paycheck paycheck to or who has no clue what it is like for us middle and lower class to send our children to war for money .
I	1	I			I	0	paycheck	Amen , most people live paycheck paycheck to .
I	1	I			I	0	paycheck	Working teachers living paycheck paycheck to are in a poor position to resist .
I	1	I			I	0	paycheck	If I was n't saving much cash and living paycheck paycheck to , I 'd cut back . if food was as important to you as it is to me , you would .
I	1	I			I	0	paycheck	"Most employees live paycheck paycheck to , "" said German Ramos , a former manager at an Applebee 's in Newtown , Pa. , who supervised 60 workers . "
I	1	I			I	0	paycheck	"Having 1 out of every 2 Americans being "" poor "" , living paycheck paycheck to , disenfranchised , jobless , homeless- or near that , without any opportunity while a slim 1% enjoys an average of 1.3 million/year is problematic esp . because of the length of time the imbalance has remained ."
I	1	I			I	0	paycheck	paycheck paycheck to More children than were wanted or could be afforded 
I	1	I	I		I	0	paycheck	The reason lower income people ascribe a higher number to perceived inflation is because when you live paycheck paycheck to price changes are simply more concerning .
I	1	I			I	0	paycheck	The ones in the upper percentile of this 50% pretty much live paycheck paycheck to .
I	1	I			I	0	paycheck	Your lender wants to see that you 're not living paycheck paycheck to .
I	1	I			I	0	paycheck	Payday loans are a great way to help the middle class that is being forced to live paycheck paycheck to by this economic downturn .
I	1	I			I	0	paycheck	I am now a lower middle class person .. living paycheck paycheck to praying to make ends meet and watching all these FREE handouts are making me sick !
I	1	I			I	0	paycheck	I am a lower middle class american he lives like many .... paycheck paycheck to .
I	1	I			I	0	paycheck	"For consumers who live paycheck paycheck to -- having spent tomorrow 's money -- an unplanned expense can truly put them in financial distress , "" she noted 35 . "
I	1	I			I	0	paycheck	We live paycheck paycheck to like most of middle America .
I	1	I			I	0	paycheck	We already live paycheck paycheck to .
I	1	I			I	0	paycheck	I have 4 kids under 9 here , we live paycheck paycheck to too .
I	1	I			I	0	paycheck	So grab hold of your precious numbers and travel around , ask the common folks on the street if these numbers mean anything to them while they are jobless , broke , living paycheck paycheck to , etc , etc , etc .
I	1	I			I	0	paycheck	I 'm so tired of living paycheck paycheck to .
I	1	I			I	0	paycheck	It feels great not to be over my head living paycheck paycheck to .
I	1	I			I	0	paycheck	"Living paycheck paycheck to , I made the decision to swallow my pride and go and get county health , "" she said in reference to Medi-Cal , California 's Medicaid health care program ."
I	1	I			I	0	paycheck	If you make less than $50-$60K a year , you could live by yourself , but chances are , you living paycheck paycheck to .
I	1	I			I	0	paycheck	My wife and I used to live paycheck paycheck to .
I	1	I			I	0	paycheck	I personally know people who make twice as much as we do , yet they live paycheck paycheck to .
I	1	I			I	0	paycheck	Some of you are living paycheck paycheck to , week to week , day by day .
I	1	I			I	0	paycheck	We knew it was time to get a better income , one that would n't have us living paycheck paycheck to .
I	1	I			I	0	paycheck	The military is out for itself , politicians are corrupt , normal people are living paycheck paycheck to if they 're lucky -- who the hell can find a hero ? 
I	1	I			I	0	paycheck	"We 've been living paycheck paycheck to with no backup funds , "" Feitl says . "
I	1	I			I	0	paycheck	"If you really are living paycheck paycheck to and there 's no slack , then it 's time to really be reviewing what you 're doing , "" Jatras said ."
I	1	I			I	0	paycheck	A typical HFC borrower is 45 , married , makes $ 35,000 to $ 50,000 a year , has little savings and lives paycheck paycheck to .
I	1	I			I	0	paycheck	Like many families in the city it serves , Grady Health System lives paycheck paycheck to .
I	1	I			I	0	paycheck	Just living paycheck paycheck to , that 's no way to support my children .
I	1	I			I	0	paycheck	About four out of 10 households live paycheck paycheck to .
I	1	I			I	0	paycheck	Increasingly , whole families find themselves in crumbling economy takes its toll in failed businesses and disappearing jobs , more families , particularly those already living paycheck paycheck to , are finding it increasingly difficult to make ends meet .
I	1	I			I	0	paycheck	People who are rich do n't need help , but there 's nothing for everyday people who live paycheck paycheck to and who get into a us out big time . 
I	1	I	I		I	0	paycheck	Living paycheck paycheck to , Chicago 's working class 101 percent to 1,541 percent , a Chicago Sun-Times investigation shows .
I	1	I	I		I	0	paycheck	Even when the interest stops after six months -- as some contracts stipulate -- the amount can clobber those who live paycheck paycheck to , as most payday clients do .
